id,value
id_163,7.833315607389016
id_164,52.656502469362295
id_165,31.192998902273377
id_166,-0.41336538252704025
id_167,16.29878385023107
id_168,63.67110751994788
id_169,14.213523973825358
id_170,63.73681094940472
id_171,39.05339899996846
id_172,26.96986612490182
id_173,20.382938006711093
id_174,61.121545640784326
id_175,25.042859689572033
id_176,20.99502109163265
id_177,37.623850251031485
id_178,12.567229923126602
id_179,31.1694994649357
id_180,16.738028858720202
id_181,11.794722302528436
id_182,55.773921101517104
id_183,46.47765033900078
id_184,15.661478278351382
id_185,35.20767679489572
id_186,26.248418097690607
id_187,69.40418491409979
id_188,10.011847574986103
id_189,57.9449227488583
id_190,38.38279394715584
id_191,15.469793601295699
id_192,29.11650148434435
id_193,0.20531026450882478
id_194,19.1994939663173
id_195,0.8888446993158339
id_196,33.800904057889355
id_197,10.481095041463352
id_198,18.94124563250861
id_199,60.17913584231255
id_200,24.966366163365347
id_201,25.58420874773442
id_202,64.5926918479951
id_203,10.559616666248088
id_204,9.199663879706494
id_205,11.286626581549312
id_206,7.247260714295664
id_207,1.672039686316854
id_208,124.05661029980705
id_209,20.691422413758563
id_210,16.25559446015368
id_211,13.817972087823861
id_212,36.346349778484445
id_213,35.96014934271113
id_214,18.894492255100847
id_215,34.84953481165503
id_216,78.59863940772219
id_217,0.49510370400376025
id_218,12.895856949428792
id_219,31.80563347356308
id_220,14.954098414545888
id_221,12.710967907314714
id_222,113.3171536979703
id_223,12.965076377279559
id_224,16.394002819221782
id_225,64.05153210846285
id_226,16.047115127843057
id_227,19.623244678147046
id_228,10.201082281385553
id_229,3.6977102973506604
id_230,46.253773713637095
id_231,12.735133554650892
id_232,54.00519695244527
id_233,42.57460191307727
id_234,25.29802026777333
id_235,41.0819337754366
id_236,69.05562865916782
id_237,42.09261646207742
id_238,11.142637464578032
id_239,18.257356268404614
