id,value
id_222,113.31685334872496
id_223,12.964919824837128
id_224,16.394472185258167
id_225,64.05185688007654
id_226,16.04750308239162
id_227,19.62297872889622
id_228,10.201587712470687
id_229,3.6979333601394373
id_230,46.25469087204456
id_231,12.734969370377511
id_232,54.0055298960298
id_233,42.57464217239989
id_234,25.298928931725765
id_235,41.0805236907495
id_236,69.05651401881563
id_237,42.091633788090945
id_238,11.143429360023788
id_239,18.257337585936664
